Strategy,Flux,Biomass,N_of_deletions,C_limit
"['RNDR4', 'PYK', 'GLYDHDA', 'SBP', 'DCTPD']",0.2057399999999231,0.0105633453431763,5,10
"['FBA', 'RNDR4', 'NDPK6', 'AGDC', 'PSP_L']",0.2057409116434989,0.0105633453418196,5,10
"['TALA', 'IPDPS', 'RNDR4', 'ADPGDP', 'DCTPD']",0.2057411255408875,0.0105633453431763,5,10
"['RNDR4', 'NDPK6', 'NADTRHD']",0.205740790335179,0.0105633453406387,3,9
"['RNDR4', 'NDPK6', 'AGDC']",0.2057401351314285,0.0105633453431763,3,9
"['RNDR4', 'PPA', 'NDPK6']",0.2057404227908388,0.0105633453406387,3,9
"['RNDR4', 'AGDC', 'DCTPD']",0.205740351132347,0.0105633453431763,3,9
"['RNDR4', 'G6PDH2r', 'DCTPD']",0.2057412338608,0.0105633453431763,3,9
"['RNDR4', 'NADTRHD', 'DCTPD']",0.2057403627313602,0.0105633453418196,3,9
"['RNDR4', 'DCTPD', 'TRDR']",0.205740135131575,0.0105633453431763,3,9
"['RNDR4', 'AMPTASECG', 'DCTPD']",0.2057399999999736,0.0105633453431763,3,9
"['RNDR4', 'NDPK6', 'TRDRf']",0.2057412279280656,0.0105633453418196,3,9
"['RNDR4', 'NDPK6', 'PGCD']",0.2057404227894657,0.0105633453418196,3,9
"['RNDR4', 'DCTPD']",0.2057417852848243,0.0105633453418196,2,9
"['PSP_L', 'GND']",0.1689037321085965,0.0275865747021006,2,9
"['PGL', 'PSP_L']",0.1689017159147813,0.0275865747048797,2,9
"['PSERT', 'PGL']",0.1689006008359717,0.0275865747141893,2,9
"['PSP_L', 'G6PDH2r']",0.1689006008610985,0.0275865747026328,2,9
"['PSERT', 'G6PDH2r']",0.1689002479598325,0.0275865747026284,2,9
"['G6PDH2r', 'PGCD']",0.1689002479537764,0.0275865747054355,2,9
"['PSERT', 'GND']",0.168900247959895,0.0275865747026105,2,9
"['GND', 'PGCD']",0.1689012109171352,0.0275865747017432,2,9
"['PGL', 'PGCD']",0.1689002479598513,0.0275865747026246,2,9
"['FDH6', 'PYK', 'GART']",0.2057405969601984,0.0105633453418196,3,9
"['FDH6', 'GART', 'VALTA']",0.2057405070075386,0.0105633453431763,3,9
"['GND', 'GART', 'PGCD']",0.1692384835884912,0.0274312824626615,3,9
"['FDH6', 'CAT', 'GART']",0.2057416893327474,0.0105633453406387,3,9
"['PSERT', 'GND', 'GART']",0.1692377735882789,0.0274312824673034,3,9
"['PSERT', 'G6PDH2r', 'GART']",0.1692368160637909,0.0274312824626226,3,9
"['PPA', 'PGCD', 'GART', 'FDH6']",0.2057412935874785,0.0105633453333915,4,9
"['GLUSfx', 'FDH6', 'PGCD', 'GART']",0.2057400000000955,0.0105633453431763,4,9
"['FDH6', 'PSP_L', 'GART', 'TRDR']",0.205741630597889,0.0105633453406387,4,9
"['FDH6', 'AMPTASECG', 'GART', 'PGCD']",0.2057403687385788,0.0105633453406387,4,9
"['PEPC', 'GART', 'FDH6', 'FBA']",0.2057411633189388,0.0105633453431763,4,9
"['FDH6', 'AGDC', 'NADTRHD', 'GART']",0.2057399999995959,0.0105633453431763,4,9
"['PSERT', 'GART', 'FDH6', 'FBA']",0.2057399999999087,0.0105633453431763,4,9
"['FDH6', 'NADTRHD', 'GART', 'FBA3']",0.2057400000018872,0.0105633453431763,4,9
"['VPAMTr', 'PSERT', 'GART', 'FDH6']",0.2057407628130362,0.0105633453431763,4,9
"['PEPC', 'PGCD', 'GART', 'FDH6']",0.2057423913141611,0.0105633453431763,4,9
"['PPA', 'GART', 'FDH6', 'PGL']",0.2057405621054764,0.0105633453431763,4,9
"['PSERT', 'ACGAMK', 'GART', 'FDH6']",0.2057411001981831,0.0105633453431763,4,9
"['PEPC', 'HEX7', 'GART', 'FDH6']",0.2057407362838905,0.0105633453431763,4,9
"['GLCS3', 'SBP', 'GART', 'FDH6']",0.205740736281112,0.0105633453418196,4,9
"['PYK', 'AGDC', 'GART', 'FDH6']",0.2057401351315952,0.0105633453431763,4,9
"['GLCS3', 'ACGAMK', 'GART', 'FDH6']",0.2057417312507485,0.0105633453312017,4,9
"['FDH6', 'GART', 'PGCD', 'AMPTASECG']",0.2057411686321357,0.0105633453418196,4,9
"['SBP', 'NADTRHD', 'GART', 'FDH6']",0.2057407754523776,0.0105633453431763,4,9
"['FDH6', 'GND', 'TALA', 'GART']",0.2057411909852445,0.0105633453418196,4,9
"['PEPC', 'GART', 'TRDRf', 'FDH6']",0.2057405832656764,0.0105633453431763,4,9
"['RNDR4', 'PEPC', 'DCTPD']",0.2057412935675262,0.0105633453418196,3,9
"['RNDR4', 'FNOR', 'DCTPD']",0.2057411001964859,0.0105633453431763,3,9
"['RNDR4', 'DCTPD2', 'PSP_L', 'DCTPD']",0.2057405969647001,0.0105633453418196,4,9
"['RNDR4', 'PEPC', 'AMPTASECG', 'DCTPD']",0.2057413576820721,0.0105633453418196,4,9
"['RNDR4', 'PGL', 'FNOR', 'DCTPD']",0.2057411001969187,0.0105633453431763,4,9
"['RNDR4', 'PPA', 'TALA', 'DCTPD']",0.2057413147328686,0.0105633453418196,4,9
"['RNDR4', 'GND', 'ACGAMK', 'DCTPD']",0.205741314747871,0.0105633453333915,4,9
"['RNDR4', 'ME2', 'CAT', 'DCTPD']",0.2057403687312655,0.0105633453431763,4,9
"['RNDR4', 'AGTi', 'TALA', 'DCTPD']",0.2057399999997175,0.0105633453431763,4,9
"['RNDR4', 'PSP_L', 'FBP', 'DCTPD']",0.2057411001964559,0.0105633453431763,4,9
"['RNDR4', 'NDPK6', 'AGDC', 'GND']",0.2057413233223444,0.0105633453431763,4,9
"['RNDR4', 'NDPK6', 'LALGP', 'PYK']",0.2057409043099666,0.0105633453431763,4,9
"['RNDR4', 'NDPK6', 'SBP', 'TRPS2']",0.2057409656953924,0.0105633453431763,4,9
"['RNDR4', 'SBP', 'GLUSfx', 'DCTPD']",0.205741134767816,0.0105633453418196,4,9
"['RNDR4', 'PEPC', 'NADTRHD', 'DCTPD']",0.2057399999999993,0.0105633453431763,4,9
"['PDH', 'NDPK6', 'FNOR', 'RNDR4']",0.2057403687310166,0.0105633453431763,4,9
"['RNDR4', 'ACODA', 'PGCD', 'DCTPD']",0.2057418359859477,0.0105633453418196,4,9
"['RNDR4', 'PSERT', 'VPAMTr', 'NDPK6']",0.205741263051535,0.0105633453406387,4,9
"['RNDR4', 'NDPK6', 'VPAMTr', 'PPA']",0.2057414033484043,0.0105633453431763,4,9
"['RNDR4', 'DMPPS_syn', 'ACGS', 'DCTPD']",0.2057411802275147,0.0105633453431763,4,9
"['AGTi', 'FDH6', 'G6PDH2r', 'GART', 'FBP']",0.2057403124495558,0.0105633453431763,5,9
"['HEX7', 'FDH6', 'LALGP', 'GND', 'GART']",0.2057403973040065,0.0105633453406387,5,9
"['FDH6', 'PYK', 'GART', 'TRDRf', 'NADTRHD']",0.2057411686321596,0.0105633453418196,5,9
"['PEPC', 'FDH6', 'GART', 'PGCD', 'AMPTASECG']",0.2057413441228683,0.0105633453431763,5,9
"['ME2', 'FDH6', 'GART', 'FBA3', 'IPDPS']",0.2057408697377581,0.0105633453418196,5,9
"['PSERT', 'LALGP', 'GND', 'GART', 'FDH6']",0.2057412545307931,0.0105633453418196,5,9
"['FDH6', 'G6PDH2r', 'GART', 'VALTA', 'TRDR']",0.2057399999998611,0.0105633453431763,5,9
"['FDH6', 'ADPGDP', 'GART', 'FBA3', 'NADTRHD']",0.2057411802277785,0.0105633453431763,5,9
"['PSERT', 'FDH6', 'GART', 'AMPTASECG', 'ACGAMK']",0.2057412226888308,0.0105633453418196,5,9
"['LDH_D', 'FDH6', 'GART', 'SBP', 'PSP_L']",0.2057412935705113,0.0105633453418196,5,9
"['GLUSfx', 'DMPPS_syn', 'GART', 'FDH6']",0.2057405969595982,0.0105633453418196,4,9
"['RNDR4', 'DMPPS_syn', 'ORNTAC', 'NDPK6']",0.205740736280788,0.0105633453431763,4,9
"['RNDR4', 'NDPK6', 'TALA', 'FNOR']",0.2057412450317355,0.0105633453431763,4,9
"['RNDR4', 'NDPK6', 'AGDC', 'FNOR']",0.2057407314679318,0.0105633453418196,4,9
"['RNDR4', 'FBA', 'FNOR', 'NDPK6']",0.2057400000000333,0.0105633453431763,4,9
"['RNDR4', 'NDPK6', 'PSERT', 'ORNTAC', 'DMPPS_syn']",0.2057405572990462,0.0105633453418196,5,9
"['TALA', 'AGTi', 'RNDR4', 'NDPK6', 'GART']",0.2057403687311748,0.0105633453431763,5,9
"['GLCS3', 'RNDR4', 'GTHS', 'ACODA', 'NDPK6']",0.2057422027582514,0.0105633453431763,5,9
"['RNDR4', 'GTHS', 'NDPK6', 'FBP', 'FNOR']",0.2057417852991413,0.0105633453333915,5,9
"['GLCS3', 'RNDR4', 'NDPK6', 'GND', 'FNOR']",0.2057406797841068,0.0105633453418196,5,9
