,1,2,3,4,5,6,7,8,9,10,flux_difference,directed_coupling,regulation_type
CHORM,0.032825,0.032825,0.032825,0.032825,0.028335,0.023699,0.019062,0.014425,0.009789,0.005152,-0.027673,False,D
DDPA,0.040776,0.040776,0.040776,0.040776,0.035199,0.029439,0.023679,0.01792,0.01216,0.0064,-0.034376,False,D
CHORS,0.040776,0.040776,0.040776,0.040776,0.035199,0.029439,0.023679,0.01792,0.01216,0.0064,-0.034376,False,D
DHQTi,0.040776,0.040776,0.040776,0.040776,0.035199,0.029439,0.023679,0.01792,0.01216,0.0064,-0.034376,False,D
PSCVT,0.040776,0.040776,0.040776,0.040776,0.035199,0.029439,0.023679,0.01792,0.01216,0.0064,-0.034376,False,D
SHK3Dr,0.040776,0.040776,0.040776,0.040776,0.035199,0.029439,0.023679,0.01792,0.01216,0.0064,-0.034376,False,D
DHQS,0.040776,0.040776,0.040776,0.040776,0.035199,0.029439,0.023679,0.01792,0.01216,0.0064,-0.034376,False,D
SHKK,0.040776,0.040776,0.040776,0.040776,0.035199,0.029439,0.023679,0.01792,0.01216,0.0064,-0.034376,False,D
ACHBSb,0.040805,0.040805,0.040805,0.040805,0.035224,0.02946,0.023696,0.017932,0.012168,0.006404,-0.034401,False,D
ERTHMMOR,0.040805,0.040805,0.040805,0.040805,0.035224,0.02946,0.023696,0.017932,0.012168,0.006404,-0.034401,False,D
CITMS,0.040805,0.040805,0.040805,0.040805,0.035224,0.02946,0.023696,0.017932,0.012168,0.006404,-0.034401,False,D
CITCIb,0.040805,0.040805,0.040805,0.040805,0.035224,0.02946,0.023696,0.017932,0.012168,0.006404,-0.034401,False,D
CITCIa,0.040805,0.040805,0.040805,0.040805,0.035224,0.02946,0.023696,0.017932,0.012168,0.006404,-0.034401,False,D
KARI,0.040805,0.040805,0.040805,0.040805,0.035224,0.02946,0.023696,0.017932,0.012168,0.006404,-0.034401,False,D
DHAD2,0.040805,0.040805,0.040805,0.040805,0.035224,0.02946,0.023696,0.017932,0.012168,0.006404,-0.034401,False,D
KARI_23dhmp,0.040805,0.040805,0.040805,0.040805,0.035224,0.02946,0.023696,0.017932,0.012168,0.006404,-0.034401,False,D
HSK,0.043614,0.043614,0.043614,0.043614,0.037649,0.031488,0.025328,0.019167,0.013006,0.006845,-0.036768999999999996,False,D
THRS,0.043614,0.043614,0.043614,0.043614,0.037649,0.031488,0.025328,0.019167,0.013006,0.006845,-0.036768999999999996,False,D
P5CR,0.047905,0.047905,0.047905,0.047905,0.041353,0.034586,0.027819,0.021052,0.014286,0.007519,-0.040386000000000005,False,D
G5SADs,0.047905,0.047905,0.047905,0.047905,0.041353,0.034586,0.027819,0.021052,0.014286,0.007519,-0.040386000000000005,False,D
GLU5K,0.047905,0.047905,0.047905,0.047905,0.041353,0.034586,0.027819,0.021052,0.014286,0.007519,-0.040386000000000005,False,D
G5SD,0.047905,0.047905,0.047905,0.047905,0.041353,0.034586,0.027819,0.021052,0.014286,0.007519,-0.040386000000000005,False,D
HSDyi,0.053715,0.053715,0.053715,0.053715,0.046369,0.038781,0.031193,0.023606,0.016018,0.008431,-0.045284,False,D
CBPS,0.06224,0.06224,0.06224,0.06224,0.053728,0.044936,0.036144,0.027352,0.01856,0.009769,-0.052471,False,D
PRPPS,0.062576,0.062576,0.062576,0.062576,0.054018,0.045179,0.036339,0.0275,0.018661,0.009821,-0.05275500000000001,False,D
FUM,0.067836,0.067836,0.067836,0.067836,0.058558,0.048976,0.039394,0.029811,0.020229,0.010647,-0.05718899999999999,False,D
ASPK,0.072785,0.072785,0.072785,0.072785,0.06283,0.052549,0.042268,0.031986,0.021705,0.011424,-0.061361,False,D
ASADi,0.072785,0.072785,0.072785,0.072785,0.06283,0.052549,0.042268,0.031986,0.021705,0.011424,-0.061361,False,D
FA181ACPHi,0.114905,0.077005,0.039105,0.001205,0.0,0.0,0.0,0.0,0.0,0.0,-0.114905,False,D
AGTi,0.163681,0.163681,0.163681,0.163681,0.141296,0.118174,0.095053,0.071932,0.037074,0.038653,-0.125028,False,D
DHAD1,0.149512,0.149512,0.149512,0.149512,0.129064,0.107945,0.086825,0.065705,0.044586,0.023466,-0.126046,False,D
KARA1i,0.149512,0.149512,0.149512,0.149512,0.129064,0.107945,0.086825,0.065705,0.044586,0.023466,-0.126046,False,D
ACLSb,0.149512,0.149512,0.149512,0.149512,0.129064,0.107945,0.086825,0.065705,0.044586,0.023466,-0.126046,False,D
MDDEP4pp,0.155993,0.155993,0.155993,0.155993,0.134659,0.112624,0.090589,0.068554,0.053262,0.028032,-0.127961,False,D
MLTGY4pp,0.155993,0.155993,0.155993,0.155993,0.134659,0.112624,0.090589,0.068554,0.053262,0.028032,-0.127961,False,D
MDDEP1pp,0.155993,0.155993,0.155993,0.155993,0.134659,0.112624,0.090589,0.068554,0.053262,0.028032,-0.127961,False,D
MLTGY1pp,0.155993,0.155993,0.155993,0.155993,0.134659,0.112624,0.090589,0.068554,0.053262,0.028032,-0.127961,False,D
MCTP2App,0.155993,0.155993,0.155993,0.155993,0.134659,0.112624,0.090589,0.068554,0.053262,0.028032,-0.127961,False,D
MDDCP2pp,0.155993,0.155993,0.155993,0.155993,0.134659,0.112624,0.090589,0.068554,0.053262,0.028032,-0.127961,False,D
MPTG,0.156637,0.156637,0.156637,0.156637,0.135215,0.113089,0.090963,0.068837,0.053454,0.028134,-0.128503,False,D
MPTG2,0.156637,0.156637,0.156637,0.156637,0.135215,0.113089,0.090963,0.068837,0.053454,0.028134,-0.128503,False,D
O2tcx,0.176466,0.176466,0.176466,0.176466,0.152332,0.127405,0.102478,0.077551,0.040887,0.040659,-0.135807,False,D
PGLYCP,0.176466,0.176466,0.176466,0.176466,0.152332,0.127405,0.102478,0.077551,0.040887,0.040659,-0.135807,False,D
2PGLYCtcx,0.176466,0.176466,0.176466,0.176466,0.152332,0.127405,0.102478,0.077551,0.040887,0.040659,-0.135807,False,D
GLYCLTDx,0.176466,0.176466,0.176466,0.176466,0.152332,0.127405,0.102478,0.077551,0.040887,0.040659,-0.135807,False,D
ACLSa,0.190317,0.190317,0.190317,0.190317,0.164288,0.137405,0.110521,0.083638,0.056754,0.029871,-0.16044599999999998,False,D
3OAR40_1,-0.16563,-0.16563,-0.16563,-0.16563,-0.200571,-0.236659,-0.272748,-0.308836,-0.344924,-0.381013,-0.215383,False,U
GLYCOR_nadp,0.295957,0.295957,0.295957,0.295957,0.255481,0.213675,0.171869,0.130063,0.07652,0.059413,-0.23654400000000003,False,D
GLYCK,0.295957,0.295957,0.295957,0.295957,0.255481,0.213675,0.171869,0.130063,0.07652,0.059413,-0.23654400000000003,False,D
PSP_L,0.371389,0.371389,0.371389,0.371389,0.320596,0.268135,0.215674,0.163213,0.104883,0.064771,-0.30661800000000006,False,D
PGCD,0.371389,0.371389,0.371389,0.371389,0.320596,0.268135,0.215674,0.163213,0.104883,0.064771,-0.30661800000000006,False,D
PSERT,0.371389,0.371389,0.371389,0.371389,0.320596,0.268135,0.215674,0.163213,0.104883,0.064771,-0.30661800000000006,False,D
PEPC,0.406059,0.406059,0.406059,0.406059,0.350525,0.293166,0.235808,0.178449,0.100861,0.053085,-0.352974,False,D
AGM4Pt2pp,0.467979,0.467979,0.467979,0.467979,0.106009,0.0,0.0,0.0,0.159785,0.084097,-0.38388199999999995,False,D
LDH_D,0.467979,0.467979,0.467979,0.467979,0.403976,0.337871,0.271766,0.205661,0.159785,0.084097,-0.38388199999999995,False,D
ACM6PH,0.467979,0.467979,0.467979,0.467979,0.403976,0.337871,0.271766,0.205661,0.159785,0.084097,-0.38388199999999995,False,D
ANHMK,0.467979,0.467979,0.467979,0.467979,0.403976,0.337871,0.271766,0.205661,0.159785,0.084097,-0.38388199999999995,False,D
3PEPTabcpp,0.467979,0.467979,0.467979,0.467979,0.403976,0.337871,0.271766,0.205661,0.159785,0.084097,-0.38388199999999995,False,D
ACGAMK,0.467979,0.467979,0.467979,0.467979,0.403976,0.337871,0.271766,0.205661,0.159785,0.084097,-0.38388199999999995,False,D
ALAALAr,0.469912,0.469912,0.469912,0.469912,0.405645,0.339267,0.272889,0.20651,0.160361,0.084401,-0.385511,False,D
PAPPT3,0.469912,0.469912,0.469912,0.469912,0.405645,0.339267,0.272889,0.20651,0.160361,0.084401,-0.385511,False,D
UAGCVT,0.469912,0.469912,0.469912,0.469912,0.405645,0.339267,0.272889,0.20651,0.160361,0.084401,-0.385511,False,D
UGMDDS,0.469912,0.469912,0.469912,0.469912,0.405645,0.339267,0.272889,0.20651,0.160361,0.084401,-0.385511,False,D
UAGPT3,0.469912,0.469912,0.469912,0.469912,0.405645,0.339267,0.272889,0.20651,0.160361,0.084401,-0.385511,False,D
UAPGR,0.469912,0.469912,0.469912,0.469912,0.405645,0.339267,0.272889,0.20651,0.160361,0.084401,-0.385511,False,D
UDCPDP,0.470524,0.470524,0.470524,0.470524,0.406173,0.339708,0.273244,0.206779,0.160544,0.084497,-0.386027,False,D
TKT2,-1.5162,-1.5162,-1.5162,-1.5162,-1.580999,-1.647926,-1.714854,-1.781781,-1.84284,-1.922117,-0.4059170000000001,False,U
UMPK,0.496996,0.496996,0.496996,0.496996,0.429024,0.35882,0.288617,0.218413,0.168438,0.088652,-0.408344,False,D
FBA3,-1.475424,-1.475424,-1.475424,-1.475424,-1.545799,-1.618487,-1.691174,-1.763861,-1.83068,-1.915717,-0.4402929999999998,False,U
TKT1,-1.475424,-1.475424,-1.475424,-1.475424,-1.545799,-1.618487,-1.691174,-1.763861,-1.83068,-1.915717,-0.4402929999999998,False,U
AGM4PA,0.467979,0.467979,0.467979,0.467979,0.106009,0.0,0.0,0.0,0.0,0.0,-0.467979,False,D
AGMH,0.467979,0.467979,0.467979,0.467979,0.403976,0.337871,0.271766,0.205661,0.0,0.0,-0.467979,False,D
UM4PL,0.467979,0.467979,0.467979,0.467979,0.403976,0.337871,0.271766,0.205661,0.0,0.0,-0.467979,False,D
UM4PCP,0.467979,0.467979,0.467979,0.467979,0.403976,0.337871,0.271766,0.205661,0.0,0.0,-0.467979,False,D
AGDC,0.935958,0.935958,0.935958,0.935958,0.807953,0.675742,0.543532,0.411322,0.31957,0.168195,-0.767763,False,D
G1PACT,0.942944,0.942944,0.942944,0.942944,0.813983,0.680786,0.547589,0.414391,0.321653,0.169291,-0.773653,False,D
UAGDP,0.942944,0.942944,0.942944,0.942944,0.813983,0.680786,0.547589,0.414391,0.321653,0.169291,-0.773653,False,D
NDPK2,0.977889,0.977889,0.977889,0.977889,0.844148,0.706015,0.567882,0.429749,0.332074,0.174776,-0.803113,False,D
NO3abcpp,0.874443,0.874443,0.874443,0.874443,1.076823,0.863027,0.543222,0.223417,0.0,0.0,-0.874443,False,D
NTRARf2,0.874443,0.874443,0.874443,0.874443,1.076823,0.863027,0.543222,0.223417,0.0,0.0,-0.874443,False,D
NO3tex,0.874443,0.874443,0.874443,0.874443,1.076823,0.863027,0.543222,0.223417,0.0,0.0,-0.874443,False,D
NTRIRfx,0.874443,0.874443,0.874443,0.874443,1.076823,0.863027,0.543222,0.223417,0.0,0.0,-0.874443,False,D
GLUSfx,1.066726,1.066726,1.066726,1.066726,0.920836,0.770154,0.619472,0.46879,0.312239,0.173906,-0.8928200000000001,False,D
GLNS,1.278933,1.278933,1.278933,1.278933,1.104021,0.923363,0.742705,0.562047,0.375521,0.207213,-1.07172,False,D
Htex,4.236187,4.236187,4.236187,4.236187,4.680292,4.375838,3.859366,3.342893,3.007981,3.131569,-1.1046180000000003,False,D
ACKr,0.0,0.0,0.0,0.0,-0.272161,-0.553262,-0.834363,-1.115463,-1.396564,-1.677665,-1.677665,False,D
NDH-1(4)um,17.281972,17.281972,17.281972,17.281972,15.106998,12.860581,10.614164,8.367748,4.939144,5.14754,-12.134432,False,D
FBP,14.803796,14.803796,14.803796,14.803796,12.507004,10.134768,7.762533,5.390297,1.856103,1.929098,-12.874698,False,D
G6PDH2r,13.243122,13.243122,13.243122,13.243122,10.887614,8.454733,6.021852,3.58897,0.0,0.0,-13.243122,False,D
PGL,13.243122,13.243122,13.243122,13.243122,10.887614,8.454733,6.021852,3.58897,0.0,0.0,-13.243122,False,D
GND,13.243122,13.243122,13.243122,13.243122,10.887614,8.454733,6.021852,3.58897,0.0,0.0,-13.243122,False,D
HCO3tcx,17.470179,17.470179,17.470179,17.470179,15.080882,12.613103,10.145323,7.677543,4.047806,4.025257,-13.444922000000002,False,D
HCO3E_1_cx,17.470179,17.470179,17.470179,17.470179,15.080882,12.613103,10.145323,7.677543,4.047806,4.025257,-13.444922000000002,False,D
PRUK,17.646645,17.646645,17.646645,17.646645,15.233214,12.740508,10.247801,7.755094,4.088693,4.065916,-13.580729,False,D
RBPCcx,17.646645,17.646645,17.646645,17.646645,15.233214,12.740508,10.247801,7.755094,4.088693,4.065916,-13.580729,False,D
RB15BPtcx,17.646645,17.646645,17.646645,17.646645,15.233214,12.740508,10.247801,7.755094,4.088693,4.065916,-13.580729,False,D
GAPDi_nadp,34.082921,34.082921,34.082921,34.082921,29.421594,24.607154,19.792713,14.978273,7.822311,7.935382,-26.147539,False,D
PGK,34.082921,34.082921,34.082921,34.082921,29.421594,24.607154,19.792713,14.978273,7.822311,7.935382,-26.147539,False,D
3PGtcx,35.116824,35.116824,35.116824,35.116824,30.314096,25.35361,20.393124,15.432638,8.136499,8.091174,-27.02565,False,D
H2Otu_syn,-33.350398,-33.350398,-33.350398,-33.350398,-434.912903,-437.163405,-439.413907,-441.664409,-500.0,-500.0,-466.649602,False,U
PPKr,-3.944182,-3.944182,-3.944182,-3.944182,-476.960598,-484.949754,-493.173201,-501.132948,-546.289378,-547.623538,-543.6793560000001,False,U
